source,shot_id,competition,season,date,team,player,period,minute,second,location_x,location_y,distance_to_goal_m,shot_angle_deg,location_zone,body_part,technique,free_kick_type,shot_type_raw,play_pattern_raw,xg,gk_distance_to_goal_m,outcome,is_goal,team_strength_proxy
huggingface,5bd1f0633e6ed2c7b2a49d77d35bdcb8,1. Bundesliga,2015/2016,,313055823130605821,8304694753923136095,1,0,59,101.0,38.9,17.4,23.7,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0651,,Saved,0,
huggingface,c716c324b88366d2757be8148662f8cf,1. Bundesliga,2015/2016,,-4267845635578185539,5013963876113260167,1,0,58,114.7,24.8,14.72,9.89,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0107,,Blocked,0,
huggingface,5cc0eecf8fbe62d410baee171987f2fb,1. Bundesliga,2015/2016,,9155697546158019564,-2634407589545823759,1,0,42,93.2,39.6,24.51,16.97,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0329,,Off T,0,
huggingface,d63cc23b29b056b6490afaf73bf1f0a3,1. Bundesliga,2015/2016,,-4267845635578185539,-1867708421227982201,1,1,46,108.0,33.1,12.66,28.66,,Head,Normal,indirect,Open Play,From Free Kick,0.0267,,Saved,0,
huggingface,e5de8bdf551bd388345ba91620f383d6,1. Bundesliga,2015/2016,,2780786797556400176,8664063729398650522,1,1,56,105.6,28.2,17.02,19.21,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.0535,,Blocked,0,
huggingface,ef7af8e5899e0f6d0797325b6b6c26c9,1. Bundesliga,2015/2016,,-8076855738834347335,-404094544093148880,1,1,49,96.6,58.4,27.22,12.14,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0093,,Saved,0,
huggingface,65ccbc09558f211826db0a2dadef4887,1. Bundesliga,2015/2016,,-2318988405098371308,-3638640806201192407,1,1,10,99.0,32.4,20.42,19.19,,Left Foot,Volley,indirect,Open Play,From Free Kick,0.0321,,Wayward,0,
huggingface,09fc979eef4c42a2a14a7d4dcca50775,1. Bundesliga,2015/2016,,2780786797556400176,-7655929212915928571,1,1,58,106.9,37.5,12.19,32.92,,Head,Normal,indirect,Open Play,From Free Kick,0.0317,,Saved,0,
huggingface,964f216c8256744025827cb44abc8d24,1. Bundesliga,2015/2016,,-3916061289001868728,2386705467473855034,1,1,18,113.4,37.0,6.63,55.3,,Other,Normal,indirect,Open Play,From Free Kick,0.1114,,Wayward,0,
huggingface,a1a53ea3c85df6408eb9fac155537c07,1. Bundesliga,2015/2016,,-2318988405098371308,-3638640806201192407,1,1,8,92.3,37.1,25.47,16.26,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0201,,Saved,0,
huggingface,11dacc1b3e42cea40087c03085b210fc,1. Bundesliga,2015/2016,,-4267845635578185539,4204974942384549359,1,1,5,113.0,36.5,7.16,51.06,,Head,Normal,indirect,Open Play,From Free Kick,0.1227,,Saved,0,
huggingface,c45eba1cc529d127d154f86b8d379e7e,1. Bundesliga,2015/2016,,313055823130605821,-2294205327489812068,1,1,32,107.7,37.8,11.43,35.08,,Head,Normal,indirect,Open Play,From Free Kick,0.0478,,Wayward,0,
huggingface,81b51f2ae338fee9291dd4aad4510346,1. Bundesliga,2015/2016,,-2318988405098371308,997615530110330611,1,1,13,95.6,48.7,23.69,16.59,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0273,,Wayward,0,
huggingface,3146b6e85503509f5092eb7a9f6f966b,1. Bundesliga,2015/2016,,4332426948072143687,-6211073486064178107,1,1,17,107.7,15.2,25.31,7.47,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0077,,Saved,0,
huggingface,29e792273bb82b5407793a698ae13fd0,1. Bundesliga,2015/2016,,9177819911629786846,947753082885727286,1,2,53,106.8,43.8,12.56,31.45,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.0815,,Wayward,0,
huggingface,f3a4bb7752406d2f148ab2cec8957d88,1. Bundesliga,2015/2016,,-5297650355144055400,-7571872275599476636,1,2,10,90.9,37.7,26.69,15.56,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.048,,Post,0,
huggingface,d0d2c4e30736bab680b149506a6fca1b,1. Bundesliga,2015/2016,,-3607351217002065859,369880954979622267,1,2,16,112.7,48.0,9.9,29.97,,Head,Normal,indirect,Open Play,From Free Kick,0.058,,Wayward,0,
huggingface,7116127f12f2600987a927644ba99258,1. Bundesliga,2015/2016,,-5297650355144055400,-4937516449161910779,1,2,58,99.0,53.8,22.98,15.27,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.035,,Off T,0,
huggingface,df9a349e11829d2c1ababcbd6569340d,1. Bundesliga,2015/2016,,-5297650355144055400,-7721376357687768628,1,2,46,103.0,57.3,22.18,13.37,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0194,,Off T,0,
huggingface,b58ea742f76f24464d6d3bbde0b87ef2,1. Bundesliga,2015/2016,,-3916061289001868728,1093539696772155169,1,2,21,118.5,49.0,8.34,10.12,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0628,,Wayward,0,
huggingface,7ecdc920c85f1dede2bd814452c74d19,1. Bundesliga,2015/2016,,-7441162076979990183,4871025168187271836,1,2,4,104.0,31.4,16.61,22.18,,Head,Normal,indirect,Open Play,From Free Kick,0.0157,,Saved Off Target,0,
huggingface,177227d6ef8872da4e2e2fc9d123517f,1. Bundesliga,2015/2016,,-5297650355144055400,6751353430168130558,1,2,13,100.9,32.8,18.66,20.88,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0342,,Blocked,0,
huggingface,b58ecd91a15ed4a6acd8db873ebce34c,1. Bundesliga,2015/2016,,313055823130605821,8304694753923136095,1,2,55,90.4,32.6,27.9,14.51,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0379,,Saved,0,
huggingface,5c42fe31d1b8b5ff660213021f083c44,1. Bundesliga,2015/2016,,7873123807514034333,4366135488501353064,1,2,12,113.6,40.7,5.89,63.57,,Head,Normal,indirect,Open Play,From Free Kick,0.1155,,Off T,0,
huggingface,21ae8f05a3adafaa8e97b7c54760bcaf,1. Bundesliga,2015/2016,,-1742170709584215722,-7340733760235028241,1,2,18,107.8,37.4,11.41,34.96,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0805,,Off T,0,
huggingface,1b9ca95adadc67ee03b3524d0e9816ce,1. Bundesliga,2015/2016,,2780786797556400176,8664063729398650522,1,2,18,97.0,44.0,21.35,19.18,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0624,,Saved,0,
huggingface,92d68f721d90ac2445f7d6ed2121e236,1. Bundesliga,2015/2016,,4332426948072143687,-5155872764820276371,1,2,2,107.0,22.3,20.08,12.57,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0167,,Off T,0,
huggingface,4ad39e688e08b70023fc38e36f292660,1. Bundesliga,2015/2016,,2780786797556400176,-5320216636528724211,1,3,44,103.9,27.8,18.47,18.19,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0909,,Saved,0,
huggingface,7151833366b44d0047617ef300c3273b,1. Bundesliga,2015/2016,,-8076855738834347335,2888494972583794477,1,3,56,99.2,42.1,19.12,21.56,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0825,,Blocked,0,
huggingface,df71908959ba715e80e772cb4cd5c908,1. Bundesliga,2015/2016,,-8076855738834347335,5357248517409795501,1,3,13,89.5,41.5,27.92,14.91,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.0143,,Off T,0,
huggingface,2f77a1be43b0fc5d35c612218c2e602b,1. Bundesliga,2015/2016,,9177819911629786846,9201848814979166016,1,3,45,108.3,35.0,11.63,32.68,,Head,Normal,indirect,Open Play,From Free Kick,0.0306,,Saved,0,
huggingface,1873127125684d5a9d3767387fd020ea,1. Bundesliga,2015/2016,,-2318988405098371308,-8587809549139254593,1,3,44,88.1,38.1,29.22,14.25,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.026,,Blocked,0,
huggingface,3b49b10a52f3da511b33d0c1f388b895,1. Bundesliga,2015/2016,,9155697546158019564,842779550712471908,1,3,39,110.6,41.8,8.75,44.85,,Head,Normal,indirect,Open Play,From Free Kick,0.0623,,Saved,0,
huggingface,fc71b263c54a3b1ffb231227c9d40071,1. Bundesliga,2015/2016,,3210365006212526869,70565274323376895,1,3,34,97.7,19.2,27.88,11.05,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0089,,Off T,0,
huggingface,5d2ea6c8d0a9b7de6d565a5b23edca88,1. Bundesliga,2015/2016,,-3607351217002065859,-3316630477149164891,1,3,8,91.0,36.0,26.77,15.42,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0432,,Off T,0,
huggingface,49a6403ae516bdf15b9a9f5afce91ce6,1. Bundesliga,2015/2016,,9155697546158019564,3329191042460839925,1,3,34,110.9,53.0,14.51,17.16,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.1348,,Goal,1,
huggingface,52b2f3a874b27e72fada1dd3189a7db1,1. Bundesliga,2015/2016,,-4267845635578185539,3126980821633842731,1,3,42,89.6,36.3,28.0,14.78,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0205,,Blocked,0,
huggingface,298b6021b0d4b7e557bafb1d43876ee1,1. Bundesliga,2015/2016,,-4193512575292514854,-4710019476798077445,1,3,53,86.8,50.2,31.76,12.58,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0126,,Off T,0,
huggingface,b171b8fb81295068e56978f32a1331b1,1. Bundesliga,2015/2016,,-3916061289001868728,2386705467473855034,1,3,22,109.4,34.3,11.01,33.35,,Head,Normal,indirect,Open Play,From Free Kick,0.0565,,Saved,0,
huggingface,8ac257bc26faf1b64cffeb56f59fc1ed,1. Bundesliga,2015/2016,,-5297650355144055400,6751353430168130558,1,3,36,108.7,45.6,11.53,32.29,,Head,Normal,indirect,Open Play,From Free Kick,0.0682,,Saved,0,
huggingface,ec740837f1c50930ac9fa5565806f0dc,1. Bundesliga,2015/2016,,9177819911629786846,-4368589514049472888,1,3,10,87.6,26.1,32.24,11.93,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0071,,Off T,0,
huggingface,9e7169f9473b3a9af7d24b2992317689,1. Bundesliga,2015/2016,,2780786797556400176,-5320216636528724211,1,3,35,92.3,52.3,27.71,13.79,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0199,,Blocked,0,
huggingface,05a19c6d6ba06afc25fbf7fd6e29ffd5,1. Bundesliga,2015/2016,,5513263278897637414,-4362626787654323777,1,3,53,103.4,43.2,15.46,26.21,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0595,,Saved,0,
huggingface,099ec6822238012887ee2868efb64757,1. Bundesliga,2015/2016,,7873123807514034333,1581562550060160086,1,3,14,98.0,40.1,20.12,20.61,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0463,,Off T,0,
huggingface,1db6c2c18d4b1e9aeedc80c2c52c5771,1. Bundesliga,2015/2016,,7873123807514034333,1581562550060160086,1,3,26,99.5,46.0,19.53,20.43,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0462,,Off T,0,
huggingface,58cbc8fcbc0b1cb5d7d0f8c1df8e03bf,1. Bundesliga,2015/2016,,-5297650355144055400,-9214171929641850872,1,3,40,109.7,42.6,9.71,40.39,,Head,Normal,indirect,Open Play,From Free Kick,0.0862,,Saved,0,
huggingface,0bd7d0b3e36d8e0ef315355b61a50b09,1. Bundesliga,2015/2016,,3210365006212526869,70565274323376895,1,3,27,98.9,19.2,27.09,11.08,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0109,,Blocked,0,
huggingface,5bf265324fae454e47c6ebcab9f549f5,1. Bundesliga,2015/2016,,2780786797556400176,4904110739399333261,1,3,14,92.4,43.0,25.39,16.31,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0574,,Off T,0,
huggingface,1c9c1f344f150b0da234ffb7b8c91ff7,1. Bundesliga,2015/2016,,-4267845635578185539,-4911226919205031452,1,3,7,95.2,15.5,31.88,9.39,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0067,,Off T,0,
huggingface,a27a1905dfabf04f0ec877de18da9a69,1. Bundesliga,2015/2016,,-1742170709584215722,6104753085585237572,1,4,37,102.8,55.0,20.87,15.25,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0329,,Saved,0,
huggingface,aede145ba584b4ec9e66c69b1715d724,1. Bundesliga,2015/2016,,9177819911629786846,7477519691979193237,1,4,37,107.3,42.8,11.89,33.56,,Head,Normal,indirect,Open Play,From Free Kick,0.026,,Off T,0,
huggingface,d8f1cec0ef5f5e10ca848a3f19f06126,1. Bundesliga,2015/2016,,9177819911629786846,-4368589514049472888,1,4,2,85.7,39.8,31.36,13.3,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0195,,Blocked,0,
huggingface,a23fe188f79ae1bd3b1125d9701de837,1. Bundesliga,2015/2016,,-4267845635578185539,-1748429260951974811,1,4,27,93.3,31.0,25.76,15.35,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0235,,Saved,0,
huggingface,fc8543f10524dd3a17fc57a18bf8aaac,1. Bundesliga,2015/2016,,-5372365488067446475,-803848367059421035,1,4,27,110.9,50.4,12.64,22.59,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0883,,Off T,0,
huggingface,ef48ec508707b7bf75c2165fe138ed35,1. Bundesliga,2015/2016,,-5297650355144055400,-7571872275599476636,1,4,24,94.8,30.1,24.76,15.7,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0608,,Blocked,0,
huggingface,52942d08c82235b3173fad1f2b5f3504,1. Bundesliga,2015/2016,,-7441162076979990183,1973754154001762372,1,4,56,108.7,43.4,10.79,36.26,,Head,Normal,indirect,Open Play,From Free Kick,0.0453,,Off T,0,
huggingface,7614bdb50d85472d53c324f0000141a0,1. Bundesliga,2015/2016,,9177819911629786846,-156737511454848363,1,4,26,95.9,36.2,22.31,18.41,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0253,,Wayward,0,
huggingface,de5390ed40e20a24599dddec4020abe5,1. Bundesliga,2015/2016,,9177819911629786846,-6469075821759054557,1,4,2,85.9,48.1,32.05,12.68,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0125,,Blocked,0,
huggingface,e95f477532fc7db9bc585650cd24da6f,1. Bundesliga,2015/2016,,-5297650355144055400,-7571872275599476636,1,4,55,104.0,8.7,32.14,5.99,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0082,,Saved,0,
huggingface,19779754f6f60ac5be4a8225d2b64882,1. Bundesliga,2015/2016,,3210365006212526869,716852235725165033,1,4,12,107.3,34.7,12.58,30.37,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0725,,Goal,1,
huggingface,d5a5133a91e64c46c549ed43f626ca7c,1. Bundesliga,2015/2016,,5513263278897637414,2126676645115628141,1,4,2,109.8,39.9,9.33,42.82,,Head,Normal,indirect,Open Play,From Free Kick,0.0512,,Off T,0,
huggingface,d2aad49e495648f5115e93cc8589db3c,1. Bundesliga,2015/2016,,-8076855738834347335,-7747420911311782210,1,4,54,98.8,24.2,24.18,13.94,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0466,,Post,0,
huggingface,c9b01d8b0d4601e8027fb7e9e2b73f03,1. Bundesliga,2015/2016,,9177819911629786846,-2875105518541159411,1,4,30,95.5,41.7,22.46,18.46,,Left Foot,Half Volley,indirect,Open Play,From Free Kick,0.0261,,Off T,0,
huggingface,1ed1d034bd441dab91588916734c5306,1. Bundesliga,2015/2016,,313055823130605821,-3502377110129440044,1,5,34,88.9,41.2,28.46,14.64,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0259,,Blocked,0,
huggingface,f1ee95f6068375de7d516b2f0b59d350,1. Bundesliga,2015/2016,,313055823130605821,-8825986522530968787,1,5,36,88.0,35.6,29.54,13.99,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0146,,Off T,0,
huggingface,d145fa06a72b19f864084756b972e8e3,1. Bundesliga,2015/2016,,-5297650355144055400,5381786753629389163,1,5,57,105.0,22.6,21.01,13.2,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0405,,Saved,0,
huggingface,0ca5e29c3170a38cbd879e3e6701d4dc,1. Bundesliga,2015/2016,,-5297650355144055400,-8667398369223473747,1,5,19,106.9,36.6,12.38,32.08,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.1385,,Off T,0,
huggingface,04c096273aa07ed0055886b3685dad2c,1. Bundesliga,2015/2016,,4332426948072143687,2281386391466742098,1,5,5,107.1,31.6,14.08,25.03,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.1103,,Blocked,0,
huggingface,4ad6ffece88729f0fe6288b22f99bf35,1. Bundesliga,2015/2016,,-8076855738834347335,7013538571403454266,1,5,6,107.3,53.4,16.88,17.37,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0297,,Blocked,0,
huggingface,cf2e65657f3d51dec096beead401e4c1,1. Bundesliga,2015/2016,,9155697546158019564,3329191042460839925,1,5,50,104.9,55.0,19.46,15.45,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0586,,Saved,0,
huggingface,a06f8a4f1ca638cca2d1d5f81de91571,1. Bundesliga,2015/2016,,-5372365488067446475,-5588967431086023814,1,5,17,105.4,13.6,27.59,7.44,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0084,,Saved,0,
huggingface,50b0225c2966da252337dc0d98eff2af,1. Bundesliga,2015/2016,,-3607351217002065859,8746629174981871223,1,5,1,92.3,49.2,26.69,14.85,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0261,,Saved,0,
huggingface,8a2436dca2c71cc83fd01f1eda15a379,1. Bundesliga,2015/2016,,5513263278897637414,2126676645115628141,1,5,58,116.0,39.4,3.7,89.36,,Head,Normal,indirect,Open Play,From Free Kick,0.4714,,Wayward,0,
huggingface,f1cb009db2087e6c471e8cd298611795,1. Bundesliga,2015/2016,,4332426948072143687,5162441819356889745,1,5,7,100.5,33.1,18.91,20.75,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0619,,Saved,0,
huggingface,ff8d4bc552d64fd496fbf30d0da27f23,1. Bundesliga,2015/2016,,-1742170709584215722,5522997527747594147,1,5,25,106.1,36.9,13.02,30.76,,Head,Normal,indirect,Open Play,From Free Kick,0.0249,,Wayward,0,
huggingface,451ec904396a72e6862554dd889fa770,1. Bundesliga,2015/2016,,9155697546158019564,-2634407589545823759,1,5,51,112.0,37.5,7.66,49.71,,Head,Normal,indirect,Open Play,From Free Kick,0.0818,,Off T,0,
huggingface,e1f29cecd44f696dfce443fe39948878,1. Bundesliga,2015/2016,,313055823130605821,-2588699659824253083,1,5,6,113.9,36.5,6.43,55.56,,Head,Normal,indirect,Open Play,From Free Kick,0.1696,,Blocked,0,
huggingface,0f4eae5d0049bbff4c79e48bebd9f0d6,1. Bundesliga,2015/2016,,5513263278897637414,-4362626787654323777,1,5,11,99.9,39.5,18.39,22.5,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0486,,Blocked,0,
huggingface,fa5747d9343bc9dda3d4f853317c63e2,1. Bundesliga,2015/2016,,313055823130605821,-2588699659824253083,1,5,37,93.0,36.8,24.86,16.63,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0571,,Blocked,0,
huggingface,1308de90d5ab71d137f7aa72177d9a7f,1. Bundesliga,2015/2016,,-4267845635578185539,2717369352015869510,1,5,20,96.6,34.1,22.07,18.29,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.0224,,Wayward,0,
huggingface,b6927991ba233aba3d663f16ee424ebd,1. Bundesliga,2015/2016,,-8076855738834347335,5357248517409795501,1,5,4,102.1,39.5,16.37,25.18,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.07,,Blocked,0,
huggingface,8c2a76d3de41d56e2d833f2b763680a3,1. Bundesliga,2015/2016,,-3916061289001868728,1093539696772155169,1,5,27,106.4,44.6,13.13,29.78,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.17,,Saved,0,
huggingface,baf55822cab8e30e11fa3e635d5ee7ac,1. Bundesliga,2015/2016,,-1742170709584215722,2826488516280042771,1,5,50,84.8,39.9,32.19,12.97,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0152,,Wayward,0,
huggingface,646800b8e86d3a199b75f8ed6b8851a4,1. Bundesliga,2015/2016,,-7441162076979990183,4871025168187271836,1,6,58,110.3,44.9,9.94,37.24,,Head,Normal,indirect,Open Play,From Free Kick,0.0664,,Off T,0,
huggingface,217158028145b41c0a20bbdb2e3bedd4,1. Bundesliga,2015/2016,,9155697546158019564,323581120364025261,1,6,34,110.2,25.0,16.38,14.41,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0387,,Blocked,0,
huggingface,1abfdac67489ccaea87e1bc2bfd1e9e7,1. Bundesliga,2015/2016,,7873123807514034333,6736387702079219868,1,6,51,99.6,37.5,18.79,21.88,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.0379,,Saved,0,
huggingface,f84ce57ec076a810c816a120a61c77e6,1. Bundesliga,2015/2016,,-8076855738834347335,-2161062729388530037,1,6,59,103.4,49.1,17.31,21.2,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.0942,,Off T,0,
huggingface,17af4983279bcc0e3eb66938c25ed6e9,1. Bundesliga,2015/2016,,-5372365488067446475,-8037971111129977114,1,6,14,115.0,44.4,6.09,54.66,,Head,Normal,indirect,Open Play,From Free Kick,0.2657,,Goal,1,
huggingface,bbc1d1c1464a20aa9cb121913d1bd448,1. Bundesliga,2015/2016,,-5372365488067446475,-2182839114932581474,1,6,14,106.6,48.5,14.51,24.45,,Head,Normal,indirect,Open Play,From Free Kick,0.0223,,Saved,0,
huggingface,4e998f93d0c514e161907a07f4896b04,1. Bundesliga,2015/2016,,3210365006212526869,6243755373148022560,1,6,41,112.9,34.2,8.38,39.85,,Head,Normal,indirect,Open Play,From Free Kick,0.0916,,Off T,0,
huggingface,864f9677513d92c31de9a9a2ce4616bb,1. Bundesliga,2015/2016,,7873123807514034333,5938937298346201903,1,6,57,107.6,40.4,11.34,35.73,,Head,Normal,indirect,Open Play,From Free Kick,0.091,,Off T,0,
huggingface,742f5e3b7edd9d04508d84ed07ead97d,1. Bundesliga,2015/2016,,7873123807514034333,2537870571974118166,1,6,36,88.2,45.3,29.48,13.96,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.0267,,Off T,0,
huggingface,9ed861df0d8c94489bba9a510deb5d3d,1. Bundesliga,2015/2016,,-4267845635578185539,330860257343060751,1,6,55,98.7,59.4,26.34,11.82,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0089,,Blocked,0,
huggingface,45b29b97725dfb96e6fccd69c4793212,1. Bundesliga,2015/2016,,9177819911629786846,-7157353874292095614,1,6,53,96.1,33.2,22.72,17.64,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0144,,Blocked,0,
huggingface,bbe04331440aa741b6b1dba6b139ebf5,1. Bundesliga,2015/2016,,7873123807514034333,4366135488501353064,1,6,1,111.0,40.0,8.23,47.92,,Head,Normal,indirect,Open Play,From Free Kick,0.0802,,Wayward,0,
huggingface,33ded1d30d75a7b8d0a060733658503f,1. Bundesliga,2015/2016,,-4193512575292514854,-6502978039555032345,1,6,29,105.6,44.7,13.85,28.36,,Head,Normal,indirect,Open Play,From Free Kick,0.0495,,Off T,0,
huggingface,fe80d61b6d8c3cb967cef4cfa91c75a3,1. Bundesliga,2015/2016,,-4193512575292514854,-2761658083516660127,1,6,35,97.4,57.7,26.25,12.61,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0169,,Off T,0,
huggingface,4cdb00d6900e2571d65954ba34de7e79,1. Bundesliga,2015/2016,,-1742170709584215722,3843246648146619450,1,6,20,108.4,41.2,10.66,37.72,,Head,Normal,indirect,Open Play,From Free Kick,0.0431,,Saved,0,
huggingface,dfb11a908dbe4baec99463432566b2ce,1. Bundesliga,2015/2016,,9177819911629786846,-7157353874292095614,1,6,55,95.3,39.2,22.6,18.38,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0268,,Blocked,0,
huggingface,371911b38c956c36e43518ef2e42d7ba,1. Bundesliga,2015/2016,,9177819911629786846,-4707558135673127930,1,6,9,102.4,45.0,16.73,23.83,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0837,,Off T,0,
huggingface,bfb6df7f84be48c80ab3d23c5c5dce5a,1. Bundesliga,2015/2016,,7873123807514034333,-8629731831728876566,1,6,22,95.4,53.3,25.57,14.41,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0243,,Off T,0,
huggingface,071e026d9aed2926dd3b8e648fa66cc8,1. Bundesliga,2015/2016,,9177819911629786846,-2875105518541159411,1,6,44,102.4,34.4,16.89,23.42,,Right Foot,Half Volley,indirect,Open Play,From Free Kick,0.0471,,Saved Off Target,0,
huggingface,d356e43a2168c8e6c6f961847c4cea71,1. Bundesliga,2015/2016,,-5297650355144055400,-4696928583830189540,1,6,23,101.8,31.4,18.41,20.51,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.09,,Off T,0,
huggingface,a6635a4f416bd825c9dc6beaa35e4ad0,1. Bundesliga,2015/2016,,-3916061289001868728,2354902211103703039,1,6,57,93.3,34.2,24.98,16.3,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0251,,Blocked,0,
huggingface,4efb8b0cbe4546ca439b31eb0f40f954,1. Bundesliga,2015/2016,,9177819911629786846,-4707558135673127930,1,6,9,113.8,49.3,10.22,24.48,,Head,Normal,indirect,Open Play,From Free Kick,0.0661,,Off T,0,
huggingface,c99a11fc48787990d62db25c98ccc7f9,1. Bundesliga,2015/2016,,-3916061289001868728,2386705467473855034,1,7,15,92.3,28.0,27.6,13.9,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0206,,Off T,0,
huggingface,bd0f6c7b56eae82134b0970ba668c3b9,1. Bundesliga,2015/2016,,-8076855738834347335,-2486522167484433108,1,7,14,114.8,47.7,8.5,30.6,,Head,Normal,indirect,Open Play,From Free Kick,0.0546,,Goal,1,
huggingface,b8b0b971064d8fcb0e6e9345ef3cd16d,1. Bundesliga,2015/2016,,313055823130605821,-5389428888231604775,1,7,26,112.4,50.6,11.93,21.53,,Right Foot,Volley,indirect,Open Play,From Free Kick,0.1109,,Off T,0,
huggingface,3c563743f5056bdaec232373f5de4a10,1. Bundesliga,2015/2016,,4332426948072143687,6388507560284075080,1,7,1,92.2,54.8,28.8,12.84,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0167,,Saved,0,
huggingface,9b9481b8cd813569cf31f476bca91dab,1. Bundesliga,2015/2016,,-4193512575292514854,-1793482671690495641,1,7,37,100.1,36.1,18.54,21.94,,Right Foot,Normal,direct,Free Kick,From Free Kick,0.094,,Blocked,0,
huggingface,438deab12f4ad2c047eb1d30c156266f,1. Bundesliga,2015/2016,,-4193512575292514854,-1793482671690495641,1,7,56,103.6,26.6,19.37,16.87,,Left Foot,Normal,indirect,Open Play,From Free Kick,0.0441,,Saved,0,
huggingface,23abe3f714de07047056dc737374c6ef,1. Bundesliga,2015/2016,,9177819911629786846,-2695267084825436589,1,7,41,94.8,18.9,30.05,10.73,,Right Foot,Normal,indirect,Open Play,From Free Kick,0.0065,,Blocked,0,
huggingface,5839bb8e607c2fc541e262d8f82e66fa,1. Bundesliga,2015/2016,,-3916061289001868728,8558221455719119026,1,7,42,84.4,41.8,32.59,12.79,,Left Foot,Normal,direct,Free Kick,From Free Kick,0.0159,,Off T,0,
